category,symbol_id,source_dwg,library_title,retained_attributes,omitted_attributes
1.0 Wiring Methods,1-001,1.0 Wiring Methods/1-001.dwg,1.0 Wiring Methods — 1-001,,
1.0 Wiring Methods,1-002,1.0 Wiring Methods/1-002.dwg,1.0 Wiring Methods — 1-002,,
1.0 Wiring Methods,1-003,1.0 Wiring Methods/1-003.dwg,1.0 Wiring Methods — 1-003,,
1.0 Wiring Methods,1-004,1.0 Wiring Methods/1-004.dwg,1.0 Wiring Methods — 1-004,,
1.0 Wiring Methods,1-005,1.0 Wiring Methods/1-005.dwg,1.0 Wiring Methods — 1-005,,
1.0 Wiring Methods,1-006,1.0 Wiring Methods/1-006.dwg,1.0 Wiring Methods — 1-006,,
1.0 Wiring Methods,1-007,1.0 Wiring Methods/1-007.dwg,1.0 Wiring Methods — 1-007,,
1.0 Wiring Methods,1-008,1.0 Wiring Methods/1-008.dwg,1.0 Wiring Methods — 1-008,,
1.0 Wiring Methods,1-009,1.0 Wiring Methods/1-009.dwg,1.0 Wiring Methods — 1-009,,
1.0 Wiring Methods,1-010,1.0 Wiring Methods/1-010.dwg,1.0 Wiring Methods — 1-010,,
1.0 Wiring Methods,1-011,1.0 Wiring Methods/1-011.dwg,1.0 Wiring Methods — 1-011,,
1.0 Wiring Methods,1-012,1.0 Wiring Methods/1-012.dwg,1.0 Wiring Methods — 1-012,,
1.0 Wiring Methods,1-013,1.0 Wiring Methods/1-013.dwg,1.0 Wiring Methods — 1-013,,
1.0 Wiring Methods,1-014,1.0 Wiring Methods/1-014.dwg,1.0 Wiring Methods — 1-014,,
1.0 Wiring Methods,1-101,1.0 Wiring Methods/1-101.dwg,1.0 Wiring Methods — 1-101,,
1.0 Wiring Methods,1-102,1.0 Wiring Methods/1-102.dwg,1.0 Wiring Methods — 1-102,,
1.0 Wiring Methods,1-103,1.0 Wiring Methods/1-103.dwg,1.0 Wiring Methods — 1-103,,
1.0 Wiring Methods,1-104,1.0 Wiring Methods/1-104.dwg,1.0 Wiring Methods — 1-104,,
1.0 Wiring Methods,1-105,1.0 Wiring Methods/1-105.dwg,1.0 Wiring Methods — 1-105,,
1.0 Wiring Methods,1-106,1.0 Wiring Methods/1-106.dwg,1.0 Wiring Methods — 1-106,,
1.0 Wiring Methods,1-107,1.0 Wiring Methods/1-107.dwg,1.0 Wiring Methods — 1-107,,
1.0 Wiring Methods,1-108,1.0 Wiring Methods/1-108.dwg,1.0 Wiring Methods — 1-108,,
1.0 Wiring Methods,1-201,1.0 Wiring Methods/1-201.dwg,1.0 Wiring Methods — 1-201,,
1.0 Wiring Methods,1-202,1.0 Wiring Methods/1-202.dwg,1.0 Wiring Methods — 1-202,,
1.0 Wiring Methods,1-203,1.0 Wiring Methods/1-203.dwg,1.0 Wiring Methods — 1-203,,
1.0 Wiring Methods,1-204,1.0 Wiring Methods/1-204.dwg,1.0 Wiring Methods — 1-204,,
1.0 Wiring Methods,1-205,1.0 Wiring Methods/1-205.dwg,1.0 Wiring Methods — 1-205,PB=F,
1.0 Wiring Methods,1-205a,1.0 Wiring Methods/1-205a.dwg,1.0 Wiring Methods — 1-205a,,
1.0 Wiring Methods,1-206,1.0 Wiring Methods/1-206.dwg,1.0 Wiring Methods — 1-206,,
1.0 Wiring Methods,1-207,1.0 Wiring Methods/1-207.dwg,1.0 Wiring Methods — 1-207,,
1.0 Wiring Methods,1-208,1.0 Wiring Methods/1-208.dwg,1.0 Wiring Methods — 1-208,,
1.0 Wiring Methods,1-209,1.0 Wiring Methods/1-209.dwg,1.0 Wiring Methods — 1-209,,
1.0 Wiring Methods,1-210,1.0 Wiring Methods/1-210.dwg,1.0 Wiring Methods — 1-210,,
1.0 Wiring Methods,1-211,1.0 Wiring Methods/1-211.dwg,1.0 Wiring Methods — 1-211,,
1.0 Wiring Methods,1-212,1.0 Wiring Methods/1-212.dwg,1.0 Wiring Methods — 1-212,,
1.0 Wiring Methods,1-213,1.0 Wiring Methods/1-213.dwg,1.0 Wiring Methods — 1-213,,
2.0 Luminaire Fixtures,2-001,2.0 Luminaire Fixtures/2-001.dwg,2.0 Luminaire Fixtures — 2-001,,
2.0 Luminaire Fixtures,2-002,2.0 Luminaire Fixtures/2-002.dwg,2.0 Luminaire Fixtures — 2-002,,
2.0 Luminaire Fixtures,2-003,2.0 Luminaire Fixtures/2-003.dwg,2.0 Luminaire Fixtures — 2-003,,
2.0 Luminaire Fixtures,2-004,2.0 Luminaire Fixtures/2-004.dwg,2.0 Luminaire Fixtures — 2-004,,
2.0 Luminaire Fixtures,2-005,2.0 Luminaire Fixtures/2-005.dwg,2.0 Luminaire Fixtures — 2-005,,
2.0 Luminaire Fixtures,2-006,2.0 Luminaire Fixtures/2-006.dwg,2.0 Luminaire Fixtures — 2-006,,
2.0 Luminaire Fixtures,2-007,2.0 Luminaire Fixtures/2-007.dwg,2.0 Luminaire Fixtures — 2-007,,
2.0 Luminaire Fixtures,2-008,2.0 Luminaire Fixtures/2-008.dwg,2.0 Luminaire Fixtures — 2-008,,
2.0 Luminaire Fixtures,2-009,2.0 Luminaire Fixtures/2-009.dwg,2.0 Luminaire Fixtures — 2-009,,
2.0 Luminaire Fixtures,2-010,2.0 Luminaire Fixtures/2-010.dwg,2.0 Luminaire Fixtures — 2-010,,
2.0 Luminaire Fixtures,2-011,2.0 Luminaire Fixtures/2-011.dwg,2.0 Luminaire Fixtures — 2-011,,
2.0 Luminaire Fixtures,2-012,2.0 Luminaire Fixtures/2-012.dwg,2.0 Luminaire Fixtures — 2-012,,
2.0 Luminaire Fixtures,2-013,2.0 Luminaire Fixtures/2-013.dwg,2.0 Luminaire Fixtures — 2-013,,
2.0 Luminaire Fixtures,2-100,2.0 Luminaire Fixtures/2-100.dwg,2.0 Luminaire Fixtures — 2-100,,
2.0 Luminaire Fixtures,2-200,2.0 Luminaire Fixtures/2-200.dwg,2.0 Luminaire Fixtures — 2-200,,
2.0 Luminaire Fixtures,2-300,2.0 Luminaire Fixtures/2-300.dwg,2.0 Luminaire Fixtures — 2-300,,
2.0 Luminaire Fixtures,2-401,2.0 Luminaire Fixtures/2-401.dwg,2.0 Luminaire Fixtures — 2-401,,
2.0 Luminaire Fixtures,2-402,2.0 Luminaire Fixtures/2-402.dwg,2.0 Luminaire Fixtures — 2-402,,
2.0 Luminaire Fixtures,2-403,2.0 Luminaire Fixtures/2-403.dwg,2.0 Luminaire Fixtures — 2-403,,
2.0 Luminaire Fixtures,2-404,2.0 Luminaire Fixtures/2-404.dwg,2.0 Luminaire Fixtures — 2-404,,
3.0 Outlets & Receptacles,3-001,3.0 Outlets & Receptacles/3-001.dwg,3.0 Outlets & Receptacles — 3-001,F=F,PANEL/CIRCUIT#=XX-X CKT.X
3.0 Outlets & Receptacles,3-002,3.0 Outlets & Receptacles/3-002.dwg,3.0 Outlets & Receptacles — 3-002,,
3.0 Outlets & Receptacles,3-003,3.0 Outlets & Receptacles/3-003.dwg,3.0 Outlets & Receptacles — 3-003,,
3.0 Outlets & Receptacles,3-004,3.0 Outlets & Receptacles/3-004.dwg,3.0 Outlets & Receptacles — 3-004,,
3.0 Outlets & Receptacles,3-005,3.0 Outlets & Receptacles/3-005.dwg,3.0 Outlets & Receptacles — 3-005,,
3.0 Outlets & Receptacles,3-006,3.0 Outlets & Receptacles/3-006.dwg,3.0 Outlets & Receptacles — 3-006,,
3.0 Outlets & Receptacles,3-007,3.0 Outlets & Receptacles/3-007.dwg,3.0 Outlets & Receptacles — 3-007,,
3.0 Outlets & Receptacles,3-008,3.0 Outlets & Receptacles/3-008.dwg,3.0 Outlets & Receptacles — 3-008,,
3.0 Outlets & Receptacles,3-009,3.0 Outlets & Receptacles/3-009.dwg,3.0 Outlets & Receptacles — 3-009,,TYPE=X
3.0 Outlets & Receptacles,3-010,3.0 Outlets & Receptacles/3-010.dwg,3.0 Outlets & Receptacles — 3-010,,
3.0 Outlets & Receptacles,3-011,3.0 Outlets & Receptacles/3-011.dwg,3.0 Outlets & Receptacles — 3-011,,#TYPE=
3.0 Outlets & Receptacles,3-011a,3.0 Outlets & Receptacles/3-011a.dwg,3.0 Outlets & Receptacles — 3-011a,,#TYPE=
3.0 Outlets & Receptacles,3-012,3.0 Outlets & Receptacles/3-012.dwg,3.0 Outlets & Receptacles — 3-012,C=C,
3.0 Outlets & Receptacles,3-013,3.0 Outlets & Receptacles/3-013.dwg,3.0 Outlets & Receptacles — 3-013,F=F,
3.0 Outlets & Receptacles,3-014,3.0 Outlets & Receptacles/3-014.dwg,3.0 Outlets & Receptacles — 3-014,,
3.0 Outlets & Receptacles,3-014a,3.0 Outlets & Receptacles/3-014a.dwg,3.0 Outlets & Receptacles — 3-014a,,
3.0 Outlets & Receptacles,3-015,3.0 Outlets & Receptacles/3-015.dwg,3.0 Outlets & Receptacles — 3-015,,
3.0 Outlets & Receptacles,3-016,3.0 Outlets & Receptacles/3-016.dwg,3.0 Outlets & Receptacles — 3-016,,
3.0 Outlets & Receptacles,Outlet & Receptacle Abbreviation Legend,3.0 Outlets & Receptacles/Outlet & Receptacle Abbreviation Legend.dwg,3.0 Outlets & Receptacles — Outlet & Receptacle Abbreviation Legend,,
4.0 Switches & Sensors,4-001,4.0 Switches & Sensors/4-001.dwg,4.0 Switches & Sensors — 4-001,,
4.0 Switches & Sensors,4-001a,4.0 Switches & Sensors/4-001a.dwg,4.0 Switches & Sensors — 4-001a,,
4.0 Switches & Sensors,4-002,4.0 Switches & Sensors/4-002.dwg,4.0 Switches & Sensors — 4-002,,
4.0 Switches & Sensors,4-002a,4.0 Switches & Sensors/4-002a.dwg,4.0 Switches & Sensors — 4-002a,,
4.0 Switches & Sensors,4-003,4.0 Switches & Sensors/4-003.dwg,4.0 Switches & Sensors — 4-003,,
4.0 Switches & Sensors,4-003a,4.0 Switches & Sensors/4-003a.dwg,4.0 Switches & Sensors — 4-003a,,
4.0 Switches & Sensors,4-004,4.0 Switches & Sensors/4-004.dwg,4.0 Switches & Sensors — 4-004,,
4.0 Switches & Sensors,4-004a,4.0 Switches & Sensors/4-004a.dwg,4.0 Switches & Sensors — 4-004a,,
4.0 Switches & Sensors,4-005,4.0 Switches & Sensors/4-005.dwg,4.0 Switches & Sensors — 4-005,,
4.0 Switches & Sensors,4-005a,4.0 Switches & Sensors/4-005a.dwg,4.0 Switches & Sensors — 4-005a,,
4.0 Switches & Sensors,4-006,4.0 Switches & Sensors/4-006.dwg,4.0 Switches & Sensors — 4-006,,
4.0 Switches & Sensors,4-006a,4.0 Switches & Sensors/4-006a.dwg,4.0 Switches & Sensors — 4-006a,,
4.0 Switches & Sensors,4-007,4.0 Switches & Sensors/4-007.dwg,4.0 Switches & Sensors — 4-007,,
4.0 Switches & Sensors,4-007a,4.0 Switches & Sensors/4-007a.dwg,4.0 Switches & Sensors — 4-007a,,
4.0 Switches & Sensors,4-008,4.0 Switches & Sensors/4-008.dwg,4.0 Switches & Sensors — 4-008,,
4.0 Switches & Sensors,4-008a,4.0 Switches & Sensors/4-008a.dwg,4.0 Switches & Sensors — 4-008a,,
4.0 Switches & Sensors,4-009,4.0 Switches & Sensors/4-009.dwg,4.0 Switches & Sensors — 4-009,,
4.0 Switches & Sensors,4-009a,4.0 Switches & Sensors/4-009a.dwg,4.0 Switches & Sensors — 4-009a,,
4.0 Switches & Sensors,4-010,4.0 Switches & Sensors/4-010.dwg,4.0 Switches & Sensors — 4-010,,
4.0 Switches & Sensors,4-010a,4.0 Switches & Sensors/4-010a.dwg,4.0 Switches & Sensors — 4-010a,,
4.0 Switches & Sensors,4-011,4.0 Switches & Sensors/4-011.dwg,4.0 Switches & Sensors — 4-011,,
4.0 Switches & Sensors,4-011a,4.0 Switches & Sensors/4-011a.dwg,4.0 Switches & Sensors — 4-011a,,
4.0 Switches & Sensors,4-012,4.0 Switches & Sensors/4-012.dwg,4.0 Switches & Sensors — 4-012,,
4.0 Switches & Sensors,4-012a,4.0 Switches & Sensors/4-012a.dwg,4.0 Switches & Sensors — 4-012a,,
4.0 Switches & Sensors,4-013,4.0 Switches & Sensors/4-013.dwg,4.0 Switches & Sensors — 4-013,,
4.0 Switches & Sensors,4-013a,4.0 Switches & Sensors/4-013a.dwg,4.0 Switches & Sensors — 4-013a,,
4.0 Switches & Sensors,4-014,4.0 Switches & Sensors/4-014.dwg,4.0 Switches & Sensors — 4-014,,
4.0 Switches & Sensors,4-014a,4.0 Switches & Sensors/4-014a.dwg,4.0 Switches & Sensors — 4-014a,,
4.0 Switches & Sensors,4-015,4.0 Switches & Sensors/4-015.dwg,4.0 Switches & Sensors — 4-015,,
4.0 Switches & Sensors,4-015a,4.0 Switches & Sensors/4-015a.dwg,4.0 Switches & Sensors — 4-015a,,
4.0 Switches & Sensors,4-016,4.0 Switches & Sensors/4-016.dwg,4.0 Switches & Sensors — 4-016,,
4.0 Switches & Sensors,4-016a,4.0 Switches & Sensors/4-016a.dwg,4.0 Switches & Sensors — 4-016a,,
4.0 Switches & Sensors,4-017,4.0 Switches & Sensors/4-017.dwg,4.0 Switches & Sensors — 4-017,,
4.0 Switches & Sensors,4-017a,4.0 Switches & Sensors/4-017a.dwg,4.0 Switches & Sensors — 4-017a,,
4.0 Switches & Sensors,4-018,4.0 Switches & Sensors/4-018.dwg,4.0 Switches & Sensors — 4-018,,
4.0 Switches & Sensors,4-019,4.0 Switches & Sensors/4-019.dwg,4.0 Switches & Sensors — 4-019,M=M,
4.0 Switches & Sensors,4-020,4.0 Switches & Sensors/4-020.dwg,4.0 Switches & Sensors — 4-020,,
4.0 Switches & Sensors,4-021,4.0 Switches & Sensors/4-021.dwg,4.0 Switches & Sensors — 4-021,,
4.0 Switches & Sensors,4-021a,4.0 Switches & Sensors/4-021a.dwg,4.0 Switches & Sensors — 4-021a,,
5.0 Motors-Controls,5-001,5.0 Motors-Controls/5-001.dwg,5.0 Motors-Controls — 5-001,AMPS=A,
5.0 Motors-Controls,5-002,5.0 Motors-Controls/5-002.dwg,5.0 Motors-Controls — 5-002,F=F,XX=xx
5.0 Motors-Controls,5-003,5.0 Motors-Controls/5-003.dwg,5.0 Motors-Controls — 5-003,CB=CB,XX=xx
5.0 Motors-Controls,5-004,5.0 Motors-Controls/5-004.dwg,5.0 Motors-Controls — 5-004,C=C,
5.0 Motors-Controls,5-005,5.0 Motors-Controls/5-005.dwg,5.0 Motors-Controls — 5-005,,
5.0 Motors-Controls,5-006,5.0 Motors-Controls/5-006.dwg,5.0 Motors-Controls — 5-006,,
5.0 Motors-Controls,5-007,5.0 Motors-Controls/5-007.dwg,5.0 Motors-Controls — 5-007,RV=RV,NEMA-XX=NEMA xx
5.0 Motors-Controls,5-008,5.0 Motors-Controls/5-008.dwg,5.0 Motors-Controls — 5-008,F=F,NEMA-XX=NEMA xx; XXA-XP=xxA-xP
5.0 Motors-Controls,5-009,5.0 Motors-Controls/5-009.dwg,5.0 Motors-Controls — 5-009,,
5.0 Motors-Controls,5-010,5.0 Motors-Controls/5-010.dwg,5.0 Motors-Controls — 5-010,,
5.0 Motors-Controls,5-011,5.0 Motors-Controls/5-011.dwg,5.0 Motors-Controls — 5-011,,
5.0 Motors-Controls,5-012,5.0 Motors-Controls/5-012.dwg,5.0 Motors-Controls — 5-012,,
5.0 Motors-Controls,5-013,5.0 Motors-Controls/5-013.dwg,5.0 Motors-Controls — 5-013,P=P,
5.0 Motors-Controls,5-014,5.0 Motors-Controls/5-014.dwg,5.0 Motors-Controls — 5-014,,
5.0 Motors-Controls,5-015,5.0 Motors-Controls/5-015.dwg,5.0 Motors-Controls — 5-015,,
5.0 Motors-Controls,5-016,5.0 Motors-Controls/5-016.dwg,5.0 Motors-Controls — 5-016,,
5.0 Motors-Controls,5-017,5.0 Motors-Controls/5-017.dwg,5.0 Motors-Controls — 5-017,,
5.0 Motors-Controls,5-018,5.0 Motors-Controls/5-018.dwg,5.0 Motors-Controls — 5-018,,
5.0 Motors-Controls,5-019,5.0 Motors-Controls/5-019.dwg,5.0 Motors-Controls — 5-019,,
